Zeit,Wert
11:14:40,0.915
11:14:48,0.915
11:14:56,0.914
11:15:04,0.912
11:15:13,0.903
11:15:21,0.898
11:15:29,0.893
11:15:37,0.889
11:15:45,0.897
11:15:53,0.89
11:16:01,0.888
11:16:10,0.891
11:16:18,0.882
11:16:26,0.887
11:16:34,0.884
11:16:42,0.882
11:16:50,0.885
11:16:58,0.885
11:17:06,0.891
11:17:15,0.893
11:17:23,0.898
11:17:31,0.893
11:17:39,0.895
11:17:47,0.896
11:17:55,0.897
11:18:03,0.896
11:18:11,0.89
11:18:20,0.896
11:18:28,0.901
11:18:36,0.904
11:18:44,0.906
11:18:52,0.906
11:19:00,0.91
11:19:08,0.906
11:19:17,0.899
11:19:25,0.907
11:19:33,0.908
11:19:41,0.906
11:19:49,0.906
11:19:57,0.903
11:20:05,0.903
11:20:13,0.908
11:20:22,0.908
11:20:30,0.902
11:20:38,0.914
11:20:46,0.913
11:20:54,0.916
11:21:02,0.919
11:21:10,0.919
11:21:19,0.923
11:21:27,0.919
11:21:35,0.923
11:21:43,0.922
11:21:51,0.918
11:21:59,0.912
11:22:07,0.914
11:22:16,0.909
11:22:24,0.907
11:22:32,0.904
11:22:40,0.901
11:22:48,0.904
11:22:56,0.899
17:21:06,0.903
17:21:14,0.906
17:21:22,0.907
17:21:31,0.91
17:21:39,0.913
17:21:47,0.91
17:21:55,0.905
17:22:03,0.908
17:22:11,0.909
17:22:19,0.917
17:22:27,0.918
17:22:35,0.927
17:22:43,0.932
17:22:52,0.934
17:23:00,0.936
17:23:08,0.939
17:23:16,0.938
17:23:24,0.931
17:23:32,0.936
17:23:40,0.934
17:23:48,0.942
17:23:57,0.943
17:24:05,0.944
17:24:13,0.942
17:24:21,0.943
17:24:29,0.949
17:24:37,0.953
17:24:45,0.946
17:24:53,0.942
17:25:02,0.934
17:25:10,0.93
17:25:18,0.925
17:25:26,0.917
17:25:34,0.916
17:25:42,0.916
17:25:50,0.923
17:25:58,0.93
17:26:07,0.932
17:26:15,0.931
17:26:23,0.93
17:26:31,0.93
17:26:39,0.927
17:26:47,0.923
17:26:55,0.917
17:27:04,0.923
17:27:12,0.923
17:27:20,0.917
17:27:28,0.918
17:27:36,0.915
17:27:45,0.914
17:27:53,0.916
17:28:01,0.916
17:28:09,0.911
17:28:17,0.914
17:28:25,0.919
17:28:33,0.913
17:28:42,0.914
17:28:50,0.91
17:28:58,0.912
17:29:06,0.912
17:29:14,0.909
17:29:22,0.909
17:29:31,0.906
17:29:39,0.914
17:29:47,0.916
17:29:55,0.919
17:30:03,0.921
17:30:12,0.92
17:30:20,0.917
17:30:28,0.92
17:30:36,0.92
17:30:44,0.924
17:30:52,0.92
17:31:01,0.916
17:31:09,0.927
17:31:17,0.925
17:31:25,0.922
17:31:33,0.924
17:31:41,0.925
17:31:49,0.922
17:31:58,0.918
17:32:06,0.917
17:32:14,0.916
17:32:22,0.913
17:32:30,0.908
17:32:38,0.903
17:32:46,0.906
17:32:55,0.907
17:33:03,0.903
17:33:11,0.903
17:33:19,0.897
17:33:27,0.901
17:33:35,0.898
17:33:44,0.89
17:33:52,0.891
17:34:00,0.883
17:34:08,0.879
17:34:16,0.884
17:34:24,0.889
17:34:33,0.892
17:34:41,0.897
17:34:49,0.889
17:34:57,0.886
17:35:05,0.885
17:35:13,0.88
17:35:22,0.881
17:35:30,0.879
17:35:38,0.876
17:35:46,0.889
17:35:54,0.903
17:36:02,0.894
17:36:10,0.902
17:36:19,0.892
17:36:27,0.891
17:36:35,0.889
17:36:43,0.892
17:36:51,0.894
17:36:59,0.903
17:37:08,0.9
17:37:16,0.896
17:37:24,0.891
17:37:32,0.886
17:37:40,0.88
17:37:48,0.883
17:37:56,0.884
17:38:05,0.891
17:38:13,0.886
17:38:21,0.891
17:38:29,0.89
17:38:37,0.893
17:38:45,0.894
17:38:54,0.893
17:39:02,0.902
17:39:10,0.908
17:39:18,0.903
17:39:26,0.894
17:39:34,0.899
17:39:43,0.904
17:39:51,0.911
17:39:59,0.907
17:40:07,0.905
17:40:15,0.904
17:40:23,0.904
17:40:32,0.91
17:40:40,0.918
17:40:48,0.918
17:40:56,0.911
17:41:04,0.914
17:41:12,0.905
17:41:20,0.901
17:41:29,0.897
17:41:37,0.895
17:41:45,0.9
17:41:53,0.903
17:42:01,0.903
17:42:09,0.906
17:42:18,0.908
17:42:26,0.91
17:42:34,0.911
17:42:42,0.915
17:42:50,0.918
17:42:58,0.92
17:43:06,0.923
17:43:14,0.923
17:43:22,0.923
17:43:30,0.925
17:43:39,0.925
17:43:47,0.924
17:43:55,0.923
17:44:03,0.913
17:44:11,0.918
17:44:19,0.913
17:44:27,0.912
17:44:35,0.912
17:44:43,0.907
17:44:52,0.911
17:45:00,0.905
17:45:08,0.913
17:45:16,0.923
17:45:24,0.919
17:45:32,0.91
17:45:41,0.916
17:45:49,0.92
17:45:57,0.921
17:46:05,0.926
17:46:13,0.927
17:46:21,0.931
17:46:30,0.933
17:46:38,0.931
17:46:46,0.933
17:46:54,0.931
17:47:02,0.925
17:47:10,0.928
17:47:18,0.923
17:47:26,0.929
17:47:34,0.927
17:47:43,0.927
17:47:51,0.918
17:47:59,0.913
17:48:07,0.904
17:48:15,0.904
17:48:23,0.902
17:48:31,0.899
17:48:39,0.902
17:48:47,0.913
17:48:56,0.915
17:49:04,0.913
17:49:12,0.913
17:49:20,0.907
17:49:28,0.902
17:49:36,0.897
17:49:44,0.895
17:49:52,0.89
17:50:00,0.871
17:50:09,0.873
17:50:17,0.871
17:50:25,0.881
17:50:33,0.876
17:50:41,0.878
17:50:49,0.882
17:50:57,0.883
17:51:05,0.881
17:51:13,0.882
17:51:22,0.877
17:51:30,0.883
17:51:38,0.887
17:51:46,0.883
17:51:54,0.879
17:52:02,0.883
17:52:10,0.882
17:52:18,0.878
17:52:26,0.877
17:52:34,0.871
17:52:43,0.865
17:52:51,0.873
17:52:59,0.867
17:53:07,0.866
17:53:15,0.871
17:53:23,0.871
17:53:31,0.879
17:53:39,0.874
17:53:47,0.876
17:53:56,0.879
17:54:04,0.875
17:54:12,0.871
17:54:20,0.869
17:54:28,0.862
17:54:36,0.864
17:54:44,0.864
17:54:52,0.863
17:55:00,0.861
17:55:09,0.857
17:55:17,0.855
17:55:25,0.859
17:55:33,0.855
17:55:41,0.854
17:55:49,0.856
17:55:57,0.856
17:56:05,0.853
17:56:13,0.855
17:56:22,0.851
17:56:30,0.854
17:56:38,0.854
17:56:46,0.858
17:56:54,0.869
17:57:02,0.868
17:57:10,0.876
17:57:18,0.873
17:57:26,0.876
17:57:34,0.874
17:57:43,0.874
17:57:51,0.881
17:57:59,0.884
17:58:07,0.884
17:58:15,0.889
17:58:23,0.886
17:58:31,0.889
17:58:39,0.895
17:58:47,0.897
17:58:56,0.905
17:59:04,0.899
17:59:12,0.895
17:59:20,0.892
17:59:28,0.886
17:59:36,0.881
17:59:44,0.884
17:59:52,0.888
18:00:00,0.888
18:00:08,0.884
18:00:17,0.887
18:00:25,0.891
18:00:33,0.887
18:00:41,0.887
18:00:49,0.89
18:00:57,0.898
18:01:05,0.897
18:01:13,0.898
18:01:21,0.901
18:01:30,0.896
18:01:38,0.896
18:01:46,0.902
18:01:54,0.906
18:02:02,0.913
18:02:10,0.911
18:02:18,0.915
18:02:26,0.909
18:02:34,0.909
18:02:42,0.906
18:02:51,0.902
18:02:59,0.901
18:03:07,0.891
18:03:15,0.893
18:03:23,0.897
18:03:31,0.906
18:03:39,0.902
18:03:47,0.901
18:03:55,0.903
18:04:04,0.91
18:04:12,0.919
18:04:20,0.917
18:04:28,0.925
18:04:36,0.931
18:04:44,0.931
18:04:52,0.933
18:05:00,0.931
18:05:08,0.925
18:05:16,0.924
18:05:25,0.931
18:05:33,0.927
18:05:41,0.941
18:05:49,0.944
18:05:57,0.94
18:06:05,0.942
18:06:13,0.936
18:06:21,0.929
18:06:29,0.928
18:06:38,0.928
18:06:46,0.93
18:06:54,0.932
18:07:02,0.924
18:07:10,0.919
18:07:18,0.917
18:07:26,0.912
18:07:34,0.908
18:07:42,0.9
18:07:51,0.906
18:07:59,0.91
18:08:07,0.913
18:08:15,0.912
18:08:23,0.919
18:08:31,0.928
18:08:39,0.922
18:08:47,0.917
18:08:55,0.907
18:09:04,0.916
18:09:12,0.914
18:09:20,0.913
18:09:28,0.913
18:09:36,0.917
18:09:44,0.923
18:09:52,0.928
18:10:00,0.929
18:10:08,0.929
18:10:17,0.934
18:10:25,0.932
18:10:33,0.929
18:10:41,0.935
18:10:49,0.939
18:10:57,0.937
18:11:05,0.938
18:11:13,0.942
18:11:21,0.938
18:11:30,0.94
18:11:38,0.947
18:11:46,0.958
18:11:54,0.965
18:12:02,0.959
18:12:10,0.954
18:12:18,0.956
18:12:26,0.952
18:12:34,0.954
18:12:43,0.95
18:12:51,0.949
18:12:59,0.947
18:13:07,0.944
18:13:15,0.945
18:13:23,0.94
18:13:31,0.949
18:13:39,0.944
18:13:47,0.938
18:13:55,0.936
18:14:04,0.947
18:14:12,0.943
18:14:20,0.941
18:14:28,0.95
18:14:36,0.944
18:14:44,0.943
18:14:52,0.945
18:15:01,0.943
18:15:09,0.946
18:15:17,0.946
18:15:25,0.943
18:15:33,0.947
18:15:41,0.942
18:15:49,0.933
18:15:58,0.935
18:16:06,0.937
18:16:14,0.937
18:16:22,0.928
18:16:30,0.929
18:16:38,0.935
18:16:46,0.938
18:16:55,0.936
18:17:03,0.935
18:17:11,0.936
18:17:19,0.942
18:17:27,0.934
18:17:35,0.931
18:17:43,0.923
18:17:51,0.92
18:18:00,0.923
18:18:08,0.919
18:18:16,0.923
18:18:24,0.92
18:18:32,0.915
18:18:40,0.916
18:18:48,0.916
18:18:57,0.917
18:19:05,0.919
18:19:13,0.927
18:19:21,0.921
18:19:29,0.929
18:19:37,0.926
18:19:45,0.917
18:19:54,0.925
18:20:02,0.924
18:20:10,0.92
18:20:18,0.924
18:20:26,0.924
18:20:34,0.928
18:20:42,0.927
18:20:50,0.925
18:20:59,0.923
18:21:07,0.927
18:21:15,0.919
18:21:23,0.919
18:21:31,0.916
18:21:39,0.921
18:21:47,0.926
18:21:56,0.925
18:22:04,0.924
18:22:12,0.933
18:22:20,0.933
18:22:28,0.923
18:22:36,0.922
18:22:44,0.921
18:22:52,0.923
18:23:00,0.922
18:23:09,0.925
18:23:17,0.929
18:23:25,0.92
18:23:33,0.921
18:23:41,0.915
18:23:49,0.914
18:23:58,0.905
18:24:06,0.897
18:24:14,0.9
18:24:22,0.898
18:24:30,0.898
18:24:38,0.894
18:24:47,0.892
18:24:55,0.891
18:25:03,0.892
18:25:11,0.884
18:25:19,0.88
18:25:27,0.878
18:25:36,0.876
18:25:44,0.882
18:25:52,0.89
18:26:00,0.888
18:26:08,0.891
18:26:16,0.888
18:26:25,0.887
18:26:33,0.887
18:26:41,0.888
18:26:49,0.885
18:26:57,0.887
18:27:06,0.886
